timestamp,station_id,temperature_c,pressure_hpa,relative_humidity_pct
2009-01-01 07:50:00,JENA_001,-8.13,999.04,93.2
2009-01-01 08:00:00,JENA_001,-8.1,999.17,92.8
2009-01-01 08:10:00,JENA_001,-8.14,999.27,92.6
2009-01-01 08:20:00,JENA_001,-8.06,999.33,92.7
2009-01-01 08:30:00,JENA_001,-7.95,999.44,92.6
2009-01-01 08:40:00,JENA_001,-7.74,999.46,93.0
2009-01-01 08:50:00,JENA_001,-7.57,999.59,92.0
2009-01-01 09:00:00,JENA_001,-7.66,999.69,91.2
2009-01-01 09:10:00,JENA_001,-7.71,999.79,91.3
2009-01-01 09:20:00,JENA_001,-7.56,999.81,91.7
2009-01-01 09:30:00,JENA_001,-7.29,999.83,92.2
2009-01-01 09:40:00,JENA_001,-7.15,999.96,92.1
2009-01-01 09:50:00,JENA_001,-7.02,1000.13,92.2
2009-01-01 10:00:00,JENA_001,-7.04,1000.27,91.6
2009-01-01 10:10:00,JENA_001,-7.03,1000.43,91.6
2009-01-01 10:20:00,JENA_001,-7.15,1000.54,91.1
2009-01-01 10:30:00,JENA_001,-7.26,1000.68,91.0
2009-01-01 10:40:00,JENA_001,-7.34,1000.78,90.8
2009-01-01 10:50:00,JENA_001,-7.35,1000.83,90.9
2009-01-01 11:00:00,JENA_001,-7.41,1000.87,90.7
2009-01-01 11:10:00,JENA_001,-7.48,1000.81,90.5
2009-01-01 11:20:00,JENA_001,-7.38,1000.74,90.6
2009-01-01 11:30:00,JENA_001,-7.21,1000.61,90.2
2009-01-01 11:40:00,JENA_001,-7.16,1000.5,89.8
2009-01-01 11:50:00,JENA_001,-7.03,1000.36,89.6
2009-01-01 12:00:00,JENA_001,-6.87,1000.3,89.6
2009-01-01 12:10:00,JENA_001,-6.77,1000.21,89.5
2009-01-01 12:20:00,JENA_001,-6.7,1000.18,89.8
2009-01-01 12:30:00,JENA_001,-6.61,1000.14,89.7
2009-01-01 12:40:00,JENA_001,-6.51,1000.02,89.5
2009-01-01 12:50:00,JENA_001,-6.21,1000.02,89.4
2009-01-01 13:00:00,JENA_001,-5.89,1000.03,88.6
2009-01-01 13:10:00,JENA_001,-5.83,999.97,87.8
2009-01-01 13:20:00,JENA_001,-5.76,999.97,87.7
2009-01-01 13:30:00,JENA_001,-5.9,1000.02,87.5
2009-01-01 13:40:00,JENA_001,-5.97,999.89,88.5
2009-01-01 13:50:00,JENA_001,-5.88,999.81,88.6
2009-01-01 14:00:00,JENA_001,-5.94,999.81,89.1
2009-01-01 14:10:00,JENA_001,-5.84,999.81,89.6
2009-01-01 14:20:00,JENA_001,-5.76,999.8,89.8
2009-01-01 14:30:00,JENA_001,-5.75,999.81,89.8
2009-01-01 14:40:00,JENA_001,-5.76,999.82,90.2
2009-01-01 14:50:00,JENA_001,-5.73,999.83,90.3
2009-01-01 15:00:00,JENA_001,-5.69,999.88,90.4
2009-01-01 15:10:00,JENA_001,-5.53,999.98,90.2
2009-01-01 15:20:00,JENA_001,-5.57,1000.06,89.8
2009-01-01 15:30:00,JENA_001,-5.43,1000.04,90.0
2009-01-01 15:40:00,JENA_001,-5.32,1000.0,89.5
2009-01-01 15:50:00,JENA_001,-5.36,999.95,89.2
2009-01-01 16:00:00,JENA_001,-5.4,999.94,89.4
2009-01-01 16:10:00,JENA_001,-5.31,1000.05,89.9
2009-01-01 16:20:00,JENA_001,-5.28,1000.05,89.8
2009-01-01 16:30:00,JENA_001,-5.32,1000.1,89.5
2009-01-01 16:40:00,JENA_001,-5.29,1000.17,89.7
2009-01-01 16:50:00,JENA_001,-5.33,1000.13,89.2
2009-01-01 17:00:00,JENA_001,-5.37,1000.17,89.4
2009-01-01 17:10:00,JENA_001,-5.43,1000.17,89.3
2009-01-01 17:20:00,JENA_001,-5.28,1000.18,89.8
2009-01-01 17:30:00,JENA_001,-5.21,1000.18,89.2
2009-01-01 17:40:00,JENA_001,-5.21,1000.17,88.9
2009-01-01 17:50:00,JENA_001,-5.24,1000.16,88.9
2009-01-01 18:00:00,JENA_001,-5.25,1000.16,89.1
2009-01-01 18:10:00,JENA_001,-5.16,1000.13,89.1
2009-01-01 18:20:00,JENA_001,-5.12,1000.07,89.1
2009-01-01 18:30:00,JENA_001,-5.04,1000.11,88.9
2009-01-01 18:40:00,JENA_001,-5.01,1000.18,88.7
2009-01-01 18:50:00,JENA_001,-5.12,1000.23,88.7
2009-01-01 19:00:00,JENA_001,-5.11,1000.22,89.4
2009-01-01 19:10:00,JENA_001,-4.9,1000.3,89.4
2009-01-01 19:20:00,JENA_001,-4.86,1000.19,88.9
2009-01-01 19:30:00,JENA_001,-4.9,1000.18,88.7
2009-01-01 19:40:00,JENA_001,-4.97,1000.14,88.7
2009-01-01 19:50:00,JENA_001,-4.99,1000.18,89.0
2009-01-01 20:00:00,JENA_001,-4.9,1000.22,89.3
2009-01-01 20:10:00,JENA_001,-4.93,1000.27,89.5
2009-01-01 20:20:00,JENA_001,-4.89,1000.21,89.8
2009-01-01 20:30:00,JENA_001,-4.93,1000.19,89.9
2009-01-01 20:40:00,JENA_001,-5.0,1000.24,90.2
2009-01-01 20:50:00,JENA_001,-4.9,1000.3,90.6
2009-01-01 21:00:00,JENA_001,-4.8,1000.19,90.2
2009-01-01 21:10:00,JENA_001,-4.84,1000.19,90.0
2009-01-01 21:20:00,JENA_001,-4.9,1000.15,90.2
2009-01-01 21:30:00,JENA_001,-4.86,1000.09,90.4
2009-01-01 21:40:00,JENA_001,-4.76,1000.06,90.5
2009-01-01 21:50:00,JENA_001,-4.61,1000.03,90.6
2009-01-01 22:00:00,JENA_001,-4.5,1000.0,90.4
2009-01-01 22:10:00,JENA_001,-4.41,999.92,90.4
2009-01-01 22:20:00,JENA_001,-4.4,999.93,90.1
2009-01-01 22:30:00,JENA_001,-4.32,999.87,90.0
2009-01-01 22:40:00,JENA_001,-4.17,999.8,89.7
2009-01-01 22:50:00,JENA_001,-4.3,999.77,89.3
2009-01-01 23:00:00,JENA_001,-4.47,999.77,90.1
2009-01-01 23:10:00,JENA_001,-4.5,999.8,91.2
2009-01-01 23:20:00,JENA_001,-4.51,999.81,91.7
2009-01-01 23:30:00,JENA_001,-4.33,999.8,92.5
2009-01-01 23:40:00,JENA_001,-4.33,999.71,92.0
2009-01-01 23:50:00,JENA_001,-4.58,999.67,92.4
2009-01-02 00:00:00,JENA_001,-4.54,999.59,93.2
2009-01-02 00:10:00,JENA_001,-4.6,999.55,93.2
2009-01-02 00:20:00,JENA_001,-4.67,999.56,93.7
2009-01-02 00:30:00,JENA_001,-4.66,999.56,94.1
2009-01-02 00:40:00,JENA_001,-4.55,999.48,94.4
2009-01-02 00:50:00,JENA_001,-4.43,999.44,94.4
2009-01-02 01:00:00,JENA_001,-4.44,999.34,94.4
2009-01-02 01:10:00,JENA_001,-4.39,999.31,94.5
2009-01-02 01:20:00,JENA_001,-4.4,999.21,94.4
2009-01-02 01:30:00,JENA_001,-4.4,999.18,94.6
2009-01-02 01:40:00,JENA_001,-4.31,999.08,94.7
2009-01-02 01:50:00,JENA_001,-4.26,999.0,94.6
2009-01-02 02:00:00,JENA_001,-4.29,998.93,94.5
2009-01-02 02:10:00,JENA_001,-4.26,998.93,94.6
2009-01-02 02:20:00,JENA_001,-4.27,998.82,94.4
2009-01-02 02:30:00,JENA_001,-4.3,998.82,94.5
2009-01-02 02:40:00,JENA_001,-4.32,998.78,94.6
2009-01-02 02:50:00,JENA_001,-4.39,998.73,94.6
2009-01-02 03:00:00,JENA_001,-4.45,998.69,94.8
2009-01-02 03:10:00,JENA_001,-4.5,998.67,95.0
2009-01-02 03:20:00,JENA_001,-4.48,998.58,95.2
2009-01-02 03:30:00,JENA_001,-4.43,998.49,95.3
2009-01-02 03:40:00,JENA_001,-4.33,998.44,95.5
2009-01-02 03:50:00,JENA_001,-4.41,998.39,95.1
2009-01-02 04:00:00,JENA_001,-4.58,998.32,95.2
2009-01-02 04:10:00,JENA_001,-4.63,998.29,95.4
2009-01-02 04:20:00,JENA_001,-4.63,998.12,95.5
2009-01-02 04:30:00,JENA_001,-4.74,997.95,95.6
2009-01-02 04:40:00,JENA_001,-4.86,998.03,95.7
2009-01-02 04:50:00,JENA_001,-4.97,998.08,95.9
2009-01-02 05:00:00,JENA_001,-4.96,998.1,96.0
2009-01-02 05:10:00,JENA_001,-4.94,998.21,96.0
2009-01-02 05:20:00,JENA_001,-4.78,998.21,96.3
2009-01-02 05:30:00,JENA_001,-4.63,998.13,96.2
2009-01-02 05:40:00,JENA_001,-4.64,998.02,95.9
2009-01-02 05:50:00,JENA_001,-4.67,997.93,96.0
2009-01-02 06:00:00,JENA_001,-4.43,998.0,96.2
2009-01-02 06:10:00,JENA_001,-4.38,998.11,95.9
2009-01-02 06:20:00,JENA_001,-4.32,998.15,95.9
2009-01-02 06:30:00,JENA_001,-4.25,998.21,95.8
2009-01-02 06:40:00,JENA_001,-4.16,998.22,95.6
2009-01-02 06:50:00,JENA_001,-4.26,998.19,95.4
2009-01-02 07:00:00,JENA_001,-4.28,998.17,95.5
2009-01-02 07:10:00,JENA_001,-4.34,998.19,95.3
2009-01-02 07:20:00,JENA_001,-4.37,998.2,95.2
2009-01-02 07:30:00,JENA_001,-4.33,998.22,95.2
2009-01-02 07:40:00,JENA_001,-4.43,998.17,95.1
2009-01-02 07:50:00,JENA_001,-4.39,998.18,95.1
2009-01-02 08:00:00,JENA_001,-4.33,998.18,94.8
2009-01-02 08:10:00,JENA_001,-4.37,998.11,94.7
2009-01-02 08:20:00,JENA_001,-4.31,998.1,94.7
2009-01-02 08:30:00,JENA_001,-4.3,998.15,94.4
2009-01-02 08:40:00,JENA_001,-4.24,998.29,94.4
2009-01-02 08:50:00,JENA_001,-4.17,998.34,94.1
2009-01-02 09:00:00,JENA_001,-4.13,998.35,93.8
2009-01-02 09:10:00,JENA_001,-4.07,998.39,93.7
2009-01-02 09:20:00,JENA_001,-3.95,998.46,93.3
2009-01-02 09:30:00,JENA_001,-3.9,998.53,93.1
2009-01-02 09:40:00,JENA_001,-3.9,998.59,92.7
2009-01-02 09:50:00,JENA_001,-3.92,998.58,92.6
2009-01-02 10:00:00,JENA_001,-3.93,998.65,92.3
2009-01-02 10:10:00,JENA_001,-3.97,998.78,92.5
2009-01-02 10:20:00,JENA_001,-3.93,998.83,92.7
2009-01-02 10:30:00,JENA_001,-3.9,998.84,92.6
2009-01-02 10:40:00,JENA_001,-3.87,998.87,92.6
2009-01-02 10:50:00,JENA_001,-3.74,998.92,92.5
2009-01-02 11:00:00,JENA_001,-3.62,998.98,92.3
2009-01-02 11:10:00,JENA_001,-3.49,998.88,91.9
2009-01-02 11:20:00,JENA_001,-3.36,998.79,91.7
2009-01-02 11:30:00,JENA_001,-3.21,998.88,91.2
2009-01-02 11:40:00,JENA_001,-3.17,998.88,90.8
2009-01-02 11:50:00,JENA_001,-3.02,998.94,90.6
2009-01-02 12:00:00,JENA_001,-3.12,998.91,90.1
2009-01-02 12:10:00,JENA_001,-3.07,998.85,90.5
2009-01-02 12:20:00,JENA_001,-2.9,998.82,89.8
2009-01-02 12:30:00,JENA_001,-2.81,998.78,89.0
2009-01-02 12:40:00,JENA_001,-2.8,998.64,88.7
2009-01-02 12:50:00,JENA_001,-2.64,998.61,88.5
2009-01-02 13:00:00,JENA_001,-2.53,998.59,88.0
2009-01-02 13:10:00,JENA_001,-2.54,998.58,87.6
2009-01-02 13:20:00,JENA_001,-2.49,998.62,87.8
2009-01-02 13:30:00,JENA_001,-2.26,998.6,87.2
2009-01-02 13:40:00,JENA_001,-2.21,998.67,86.6
2009-01-02 13:50:00,JENA_001,-2.41,998.7,86.6
2009-01-02 14:00:00,JENA_001,-2.56,998.73,87.8
2009-01-02 14:10:00,JENA_001,-2.62,998.73,88.6
2009-01-02 14:20:00,JENA_001,-2.54,998.75,89.0
2009-01-02 14:30:00,JENA_001,-2.14,998.7,87.8
2009-01-02 14:40:00,JENA_001,-2.22,998.75,87.0
2009-01-02 14:50:00,JENA_001,-2.18,998.71,87.5
2009-01-02 15:00:00,JENA_001,-2.12,998.87,86.9
2009-01-02 15:10:00,JENA_001,-2.31,999.05,87.3
2009-01-02 15:20:00,JENA_001,-2.42,999.14,88.5
2009-01-02 15:30:00,JENA_001,-2.47,999.25,89.1
2009-01-02 15:40:00,JENA_001,-2.55,999.32,89.4
2009-01-02 15:50:00,JENA_001,-2.65,999.46,89.5
2009-01-02 16:00:00,JENA_001,-2.76,999.59,89.6
2009-01-02 16:10:00,JENA_001,-2.81,999.62,89.7
2009-01-02 16:20:00,JENA_001,-2.83,999.8,89.4
2009-01-02 16:30:00,JENA_001,-2.84,999.92,88.4
2009-01-02 16:40:00,JENA_001,-2.83,1000.13,88.3
2009-01-02 16:50:00,JENA_001,-2.84,1000.16,88.6
2009-01-02 17:00:00,JENA_001,-2.88,1000.21,89.0
2009-01-02 17:10:00,JENA_001,-2.96,1000.23,89.5
2009-01-02 17:20:00,JENA_001,-2.96,1000.35,90.0
2009-01-02 17:30:00,JENA_001,-2.97,1000.43,90.3
2009-01-02 17:40:00,JENA_001,-3.03,1000.54,91.0
2009-01-02 17:50:00,JENA_001,-3.05,1000.66,91.8
2009-01-02 18:00:00,JENA_001,-3.07,1000.74,92.3
2009-01-02 18:10:00,JENA_001,-3.16,1000.78,92.3
2009-01-02 18:20:00,JENA_001,-3.2,1000.92,91.9
2009-01-02 18:30:00,JENA_001,-3.23,1000.98,91.5
2009-01-02 18:40:00,JENA_001,-3.29,1001.13,90.9
2009-01-02 18:50:00,JENA_001,-3.3,1001.19,90.5
2009-01-02 19:00:00,JENA_001,-3.34,1001.27,90.7
2009-01-02 19:10:00,JENA_001,-3.36,1001.34,91.4
2009-01-02 19:20:00,JENA_001,-3.36,1001.4,92.0
2009-01-02 19:30:00,JENA_001,-3.36,1001.46,92.2
2009-01-02 19:40:00,JENA_001,-3.36,1001.57,92.5
2009-01-02 19:50:00,JENA_001,-3.31,1001.71,92.8
2009-01-02 20:00:00,JENA_001,-3.3,1001.83,92.8
2009-01-02 20:10:00,JENA_001,-3.28,1001.9,92.6
2009-01-02 20:20:00,JENA_001,-3.36,1002.01,92.4
2009-01-02 20:30:00,JENA_001,-3.36,1002.03,92.4
2009-01-02 20:40:00,JENA_001,-3.36,1002.13,92.2
2009-01-02 20:50:00,JENA_001,-3.43,1002.15,92.2
2009-01-02 21:00:00,JENA_001,-3.49,1002.23,91.9
2009-01-02 21:10:00,JENA_001,-3.5,1002.32,91.7
2009-01-02 21:20:00,JENA_001,-3.52,1002.36,91.3
2009-01-02 21:30:00,JENA_001,-3.66,1002.37,90.4
2009-01-02 21:40:00,JENA_001,-3.8,1002.35,89.8
2009-01-02 21:50:00,JENA_001,-3.94,1002.39,89.3
2009-01-02 22:00:00,JENA_001,-4.02,1002.39,88.8
2009-01-02 22:10:00,JENA_001,-4.06,1002.39,88.4
2009-01-02 22:20:00,JENA_001,-4.2,1002.44,88.7
2009-01-02 22:30:00,JENA_001,-4.34,1002.54,88.9
2009-01-02 22:40:00,JENA_001,-4.3,1002.52,89.2
2009-01-02 22:50:00,JENA_001,-4.35,1002.57,89.6
2009-01-02 23:00:00,JENA_001,-4.38,1002.52,89.7
2009-01-02 23:10:00,JENA_001,-4.45,1002.64,89.6
2009-01-02 23:20:00,JENA_001,-4.53,1002.65,89.7
2009-01-02 23:30:00,JENA_001,-4.57,1002.64,89.9
2009-01-02 23:40:00,JENA_001,-4.56,1002.53,89.8
2009-01-02 23:50:00,JENA_001,-4.59,1002.35,89.6
2009-01-03 00:00:00,JENA_001,-4.71,1002.32,90.0
2009-01-03 00:10:00,JENA_001,-4.89,1002.39,90.7
2009-01-03 00:20:00,JENA_001,-5.2,1002.39,90.6
2009-01-03 00:30:00,JENA_001,-5.48,1002.49,91.1
2009-01-03 00:40:00,JENA_001,-5.5,1002.42,91.8
2009-01-03 00:50:00,JENA_001,-5.43,1002.39,92.2
2009-01-03 01:00:00,JENA_001,-5.28,1002.39,92.1
2009-01-03 01:10:00,JENA_001,-5.39,1002.39,91.0
2009-01-03 01:20:00,JENA_001,-5.66,1002.31,90.7
2009-01-03 01:30:00,JENA_001,-5.7,1002.34,91.2
2009-01-03 01:40:00,JENA_001,-5.89,1002.36,91.5
2009-01-03 01:50:00,JENA_001,-6.08,1002.27,91.9
2009-01-03 02:00:00,JENA_001,-6.23,1002.27,92.3
2009-01-03 02:10:00,JENA_001,-6.38,1002.28,92.3
2009-01-03 02:20:00,JENA_001,-6.55,1002.29,92.7
2009-01-03 02:30:00,JENA_001,-6.41,1002.37,93.3
2009-01-03 02:40:00,JENA_001,-6.12,1002.27,93.4
2009-01-03 02:50:00,JENA_001,-6.01,1002.2,92.7
2009-01-03 03:00:00,JENA_001,-6.13,1002.15,91.9
2009-01-03 03:10:00,JENA_001,-6.36,1002.14,92.0
2009-01-03 03:20:00,JENA_001,-6.48,1002.14,92.3
2009-01-03 03:30:00,JENA_001,-6.46,1002.06,92.7
2009-01-03 03:40:00,JENA_001,-6.33,1002.03,92.6
2009-01-03 03:50:00,JENA_001,-6.39,1002.01,92.3
2009-01-03 04:00:00,JENA_001,-6.21,1002.02,91.8
2009-01-03 04:10:00,JENA_001,-6.17,1001.99,90.9
2009-01-03 04:20:00,JENA_001,-6.25,1001.97,91.0
2009-01-03 04:30:00,JENA_001,-6.3,1001.93,91.3
2009-01-03 04:40:00,JENA_001,-6.49,1001.9,91.4
2009-01-03 04:50:00,JENA_001,-6.64,1001.79,91.5
2009-01-03 05:00:00,JENA_001,-7.02,1001.65,91.9
2009-01-03 05:10:00,JENA_001,-7.19,1001.52,92.4
2009-01-03 05:20:00,JENA_001,-7.35,1001.4,92.4
2009-01-03 05:30:00,JENA_001,-7.54,1001.29,92.8
2009-01-03 05:40:00,JENA_001,-7.8,1001.29,93.1
2009-01-03 05:50:00,JENA_001,-7.96,1001.31,93.6
2009-01-03 06:00:00,JENA_001,-8.2,1001.29,93.5
2009-01-03 06:10:00,JENA_001,-8.14,1001.2,93.9
2009-01-03 06:20:00,JENA_001,-7.92,1001.15,92.5
2009-01-03 06:30:00,JENA_001,-7.89,1001.13,90.7
2009-01-03 06:40:00,JENA_001,-7.97,1001.12,89.9
2009-01-03 06:50:00,JENA_001,-8.1,1001.07,89.7
2009-01-03 07:00:00,JENA_001,-8.48,1001.17,89.3
2009-01-03 07:10:00,JENA_001,-8.63,1001.22,90.6
2009-01-03 07:20:00,JENA_001,-8.61,1001.16,91.5
2009-01-03 07:30:00,JENA_001,-8.61,1001.16,91.5
2009-01-03 07:40:00,JENA_001,-8.85,1001.11,91.0
2009-01-03 07:50:00,JENA_001,-9.18,1001.03,90.7
2009-01-03 08:00:00,JENA_001,-9.28,1001.04,91.2
2009-01-03 08:10:00,JENA_001,-9.45,1000.99,91.1
2009-01-03 08:20:00,JENA_001,-9.81,1000.95,91.0
2009-01-03 08:30:00,JENA_001,-9.85,1000.91,91.6
2009-01-03 08:40:00,JENA_001,-9.71,1000.92,91.9
2009-01-03 08:50:00,JENA_001,-9.4,1000.92,92.0
2009-01-03 09:00:00,JENA_001,-9.46,1000.92,90.7
2009-01-03 09:10:00,JENA_001,-10.0,1000.92,89.7
2009-01-03 09:20:00,JENA_001,-9.93,1000.93,90.5
2009-01-03 09:30:00,JENA_001,-9.3,1000.85,90.5
2009-01-03 09:40:00,JENA_001,-8.83,1000.8,87.8
2009-01-03 09:50:00,JENA_001,-8.48,1000.71,84.8
2009-01-03 10:00:00,JENA_001,-8.53,1000.67,83.3
2009-01-03 10:10:00,JENA_001,-8.56,1000.64,84.5
2009-01-03 10:20:00,JENA_001,-8.47,1000.51,85.3
2009-01-03 10:30:00,JENA_001,-8.51,1000.37,85.2
2009-01-03 10:40:00,JENA_001,-8.41,1000.28,86.4
2009-01-03 10:50:00,JENA_001,-8.16,1000.15,86.4
2009-01-03 11:00:00,JENA_001,-7.87,1000.04,85.6
2009-01-03 11:10:00,JENA_001,-7.52,999.88,84.7
2009-01-03 11:20:00,JENA_001,-7.29,999.7,83.7
2009-01-03 11:30:00,JENA_001,-6.89,999.56,83.2
2009-01-03 11:40:00,JENA_001,-6.56,999.41,82.0
2009-01-03 11:50:00,JENA_001,-6.32,999.26,81.7
2009-01-03 12:00:00,JENA_001,-5.96,999.02,80.7
2009-01-03 12:10:00,JENA_001,-5.78,998.83,80.5
2009-01-03 12:20:00,JENA_001,-5.15,998.78,79.4
2009-01-03 12:30:00,JENA_001,-4.34,998.69,76.6
2009-01-03 12:40:00,JENA_001,-3.77,998.6,74.4
2009-01-03 12:50:00,JENA_001,-3.27,998.47,72.0
2009-01-03 13:00:00,JENA_001,-2.82,998.3,70.5
2009-01-03 13:10:00,JENA_001,-2.23,998.17,67.98
2009-01-03 13:20:00,JENA_001,-2.37,998.0,67.26
2009-01-03 13:30:00,JENA_001,-2.11,997.84,66.55
2009-01-03 13:40:00,JENA_001,-1.66,997.74,64.48
2009-01-03 13:50:00,JENA_001,-1.43,997.65,63.9
2009-01-03 14:00:00,JENA_001,-2.15,997.53,65.61
2009-01-03 14:10:00,JENA_001,-2.74,997.31,67.06
2009-01-03 14:20:00,JENA_001,-2.29,997.23,65.31
2009-01-03 14:30:00,JENA_001,-1.66,997.13,55.33
2009-01-03 14:40:00,JENA_001,-1.52,997.09,55.18
2009-01-03 14:50:00,JENA_001,-0.9,997.02,52.35
2009-01-03 15:00:00,JENA_001,-0.82,996.91,50.25
2009-01-03 15:10:00,JENA_001,-1.37,996.85,49.89
2009-01-03 15:20:00,JENA_001,-1.91,996.73,50.7
2009-01-03 15:30:00,JENA_001,-2.28,996.58,52.52
2009-01-03 15:40:00,JENA_001,-2.24,996.39,51.42
2009-01-03 15:50:00,JENA_001,-2.32,996.35,49.06
2009-01-03 16:00:00,JENA_001,-2.8,996.25,48.39
2009-01-03 16:10:00,JENA_001,-3.64,996.12,50.57
2009-01-03 16:20:00,JENA_001,-3.98,996.04,50.8
2009-01-03 16:30:00,JENA_001,-4.18,995.92,51.12
2009-01-03 16:40:00,JENA_001,-4.35,995.87,51.59
2009-01-03 16:50:00,JENA_001,-4.52,995.85,52.47
2009-01-03 17:00:00,JENA_001,-4.69,995.76,53.86
2009-01-03 17:10:00,JENA_001,-4.63,995.7,54.42
2009-01-03 17:20:00,JENA_001,-4.6,995.62,55.1
2009-01-03 17:30:00,JENA_001,-4.31,995.6,55.11
2009-01-03 17:40:00,JENA_001,-4.18,995.59,55.57
2009-01-03 17:50:00,JENA_001,-4.16,995.51,56.06
2009-01-03 18:00:00,JENA_001,-4.08,995.48,56.32
2009-01-03 18:10:00,JENA_001,-3.98,995.47,56.28
2009-01-03 18:20:00,JENA_001,-3.91,995.42,56.56
2009-01-03 18:30:00,JENA_001,-3.9,995.41,57.28
2009-01-03 18:40:00,JENA_001,-3.9,995.34,58.04
2009-01-03 18:50:00,JENA_001,-3.87,995.37,58.83
2009-01-03 19:00:00,JENA_001,-3.78,995.44,59.35
2009-01-03 19:10:00,JENA_001,-3.77,995.28,59.45
2009-01-03 19:20:00,JENA_001,-3.95,995.26,60.72
2009-01-03 19:30:00,JENA_001,-3.9,995.19,62.26
2009-01-03 19:40:00,JENA_001,-3.75,995.15,63.02
2009-01-03 19:50:00,JENA_001,-3.81,995.07,63.99
2009-01-03 20:00:00,JENA_001,-3.84,994.94,64.22
2009-01-03 20:10:00,JENA_001,-3.88,994.76,64.9
2009-01-03 20:20:00,JENA_001,-3.67,994.65,66.32
2009-01-03 20:30:00,JENA_001,-3.3,994.64,65.81
2009-01-03 20:40:00,JENA_001,-3.34,994.57,66.42
2009-01-03 20:50:00,JENA_001,-3.24,994.45,66.37
2009-01-03 21:00:00,JENA_001,-3.15,994.3,66.47
2009-01-03 21:10:00,JENA_001,-3.07,994.23,66.65
2009-01-03 21:20:00,JENA_001,-2.93,994.2,66.56
2009-01-03 21:30:00,JENA_001,-2.78,994.04,66.4
2009-01-03 21:40:00,JENA_001,-2.76,994.08,66.63
2009-01-03 21:50:00,JENA_001,-2.76,994.06,67.09
2009-01-03 22:00:00,JENA_001,-2.76,994.06,67.66
2009-01-03 22:10:00,JENA_001,-2.71,994.01,68.08
2009-01-03 22:20:00,JENA_001,-2.67,993.77,68.59
2009-01-03 22:30:00,JENA_001,-2.69,993.61,69.12
2009-01-03 22:40:00,JENA_001,-2.7,993.54,69.86
2009-01-03 22:50:00,JENA_001,-2.64,993.43,70.9
2009-01-03 23:00:00,JENA_001,-2.58,993.28,71.2
2009-01-03 23:10:00,JENA_001,-2.46,993.14,71.2
2009-01-03 23:20:00,JENA_001,-2.33,993.13,71.3
2009-01-03 23:30:00,JENA_001,-2.12,993.14,71.3
2009-01-03 23:40:00,JENA_001,-1.97,993.13,71.0
